epoch,train_loss,train_acc,test_loss,test_acc,lr
1,1.7145771074051759,34.686,1.7978974521160125,39.91,0.09999383162408304
2,1.2422793617053909,54.796,1.552311584353447,47.95,0.09997532801828658
3,1.0068770850799522,63.692,1.4976214677095414,50.87,0.09994449374809851
4,0.8744018676937843,68.72,0.9548164397478104,67.96,0.09990133642141359
5,0.7731767035260493,72.91,1.2015214666724205,63.81,0.09984586668665642
6,0.6904712282881444,75.706,1.069649337232113,66.28,0.09977809823015402
7,0.6362913527659008,77.858,0.735923732817173,75.25,0.09969804777275901
8,0.5911841381873403,79.44,0.6262089401483536,78.14,0.09960573506572391
9,0.5532082488038101,80.762,0.810452339053154,74.19,0.09950118288582789
10,0.5327486243783212,81.612,0.8776334136724472,74.05,0.09938441702975691
11,0.49738945553497393,82.712,0.6595727860927582,78.46,0.09925546630773871
12,0.47784497695309774,83.46,0.6872639745473862,77.59,0.09911436253643445
13,0.46204456610947237,83.912,0.7426279947161675,75.81,0.0989611405310883
14,0.44028307679964573,84.77,0.5829318203032017,80.9,0.09879583809693739
15,0.425739371502886,85.278,0.5835799500346184,80.57,0.09861849601988384
16,0.4137289250383572,85.506,0.5629512254148722,81.66,0.09842915805643157
17,0.3990385070139048,86.082,0.5070527330040931,83.17,0.09822787092288993
18,0.38995732062933397,86.486,0.5749964356422425,80.96,0.09801468428384717
19,0.3806206587017799,86.728,0.5652947917580604,81.92,0.09778965073991652
20,0.3624831045768699,87.468,0.5866959635168314,80.9,0.0975528258147577
21,0.35867941037428624,87.412,0.5979877136647701,79.96,0.09730426794137728
22,0.35485928672917033,87.678,0.6781026281416416,78.51,0.09704403844771128
23,0.3470820818020373,87.924,0.48729436844587326,84.08,0.09677220154149338
24,0.33155784451839876,88.56,0.6065228395164013,81.07,0.09648882429441258
25,0.3322342860759521,88.406,0.5195466324687004,83.04,0.09619397662556435
26,0.3161488509147751,89.066,0.5164035521447659,83.74,0.09588773128419906
27,0.31235405711495146,89.086,0.5057964406907558,84.08,0.09557016383177226
28,0.30437768288716976,89.504,0.5052267014980316,83.94,0.09524135262330098
29,0.2973162025517347,89.664,0.4609891675412655,85.06,0.09490137878803079
30,0.2981031340147768,89.6,0.489217409491539,84.52,0.0945503262094184
31,0.2945645842321065,89.712,0.49459233209490777,84.55,0.0941882815044347
32,0.2846931984686122,90.054,0.5706606306135654,83.13,0.09381533400219319
33,0.2776094405170606,90.382,0.5354295037686825,83.46,0.09343157572190958
34,0.27742527934665584,90.434,0.5586280666291714,82.6,0.0930371013501972
35,0.27783407438166285,90.3,0.4640018977224827,85.2,0.09263200821770463
36,0.2689366051737143,90.678,0.46360936760902405,85.33,0.09221639627510078
37,0.26341089347795565,90.742,0.43479580357670783,86.06,0.09179036806841355
38,0.2598683536052704,90.828,0.5122200012207031,84.16,0.09135402871372812
39,0.25548293897692037,91.226,0.5014248205348849,84.17,0.0909074858712512
40,0.25296131498655494,91.094,0.4308363303542137,86.23,0.09045084971874741
41,0.24797743619704732,91.42,0.6075814917683602,81.48,0.08998423292435458
42,0.2522208959776528,91.096,0.5151106417179108,84.12,0.08950775061878455
43,0.24536329310159294,91.326,0.4792417049407959,84.95,0.08902152036691653
44,0.23799078501000695,91.684,0.4935345843434334,85.7,0.08852566213878951
45,0.2405510501441907,91.506,0.43737324215471746,86.45,0.0880202982800016
46,0.23273173613207682,91.72,0.43594941273331644,85.68,0.08750555348152303
47,0.22512045453245544,92.068,0.4976505048573017,85.0,0.08698155474893052
48,0.2279928150985922,92.066,0.472141133248806,85.84,0.08644843137107061
49,0.2262331135571003,91.92,0.41448536664247515,87.4,0.08590631488815947
50,0.2188806331583432,92.284,0.4480122424662113,86.99,0.0853553390593274
51,0.22323653550476444,92.104,0.4803707882761955,86.21,0.08479563982961574
52,0.21419730562032485,92.432,0.5024755477905274,85.22,0.08422735529643446
53,0.21563364306882937,92.348,0.4041204251348972,86.9,0.08365062567548869
54,0.2024285702452976,92.882,0.44889975362457335,86.31,0.08306559326618261
55,0.20799773425928184,92.546,0.4774996906518936,85.96,0.0824724024165092
56,0.2017879662465076,92.85,0.4101453248411417,87.12,0.0818711994874345
57,0.1986968371332908,93.028,0.5413491934537887,83.86,0.08126213281678528
58,0.20111005354140485,92.992,0.4764915114268661,85.52,0.08064535268264884
59,0.1992721384277149,92.91,0.4910373829305172,85.1,0.08002101126629421
60,0.19484048640849638,93.142,0.45939026968553665,86.0,0.07938926261462367
61,0.19011957354235406,93.306,0.4650143802165985,87.09,0.07875026260216395
62,0.191827816432532,93.242,0.5185573346912861,84.93,0.07810416889260656
63,0.18652405950944034,93.264,0.5329328376799822,84.66,0.07745114089990661
64,0.18482712549822672,93.486,0.3886735554784536,88.07,0.07679133974894985
65,0.1833010340223507,93.586,0.5111820884048939,85.0,0.07612492823579746
66,0.18072493815300417,93.516,0.44633462354540826,86.83,0.07545207078751859
67,0.17830354115944735,93.63,0.4752443142235279,85.96,0.0747729334216204
68,0.17553537855951154,93.72,0.4966968983411789,85.56,0.07408768370508578
69,0.17425016340400493,93.828,0.4317034214735031,87.34,0.0733964907130287
70,0.17112554085193848,94.008,0.4440053049940616,86.8,0.07269952498697736
71,0.17574304387885697,93.73,0.44786418974399567,87.19,0.07199695849279578
72,0.17269881719685332,93.95,0.4450064890086651,87.29,0.07128896457825366
73,0.16464884415725056,94.132,0.46563803777098656,86.75,0.07057571793025548
74,0.1678888430932955,94.078,0.5224011451005935,86.18,0.06985739453173906
75,0.16426411069625493,94.084,0.4796979635953903,86.4,0.06913417161825453
76,0.15925318793374665,94.354,0.47398393154144286,86.66,0.06840622763423394
77,0.15576634738518266,94.476,0.5007494039833545,86.24,0.0676737421889629
78,0.15404352424096088,94.428,0.4404503908008337,86.99,0.06693689601226462
79,0.14897953688490148,94.766,0.46621026545763017,86.76,0.06619587090990751
80,0.15194308237001605,94.574,0.42460824362933636,88.22,0.06545084971874741
81,0.15416307180967867,94.542,0.4718827784061432,86.85,0.06470201626161524
82,0.14323708559481466,94.918,0.5141331627964973,86.82,0.06394955530196152
83,0.14806988276541233,94.784,0.47577589452266694,86.79,0.06319365249826868
84,0.1347278110606938,95.178,0.4411090049892664,87.6,0.06243449435824277
85,0.14106091530043252,94.932,0.5863658428192139,85.03,0.06167226819279532
86,0.13984184362450425,95.052,0.44169549122452734,87.53,0.06090716206982718
87,0.14068004051793595,95.042,0.4721457145176828,86.99,0.06013936476782568
88,0.13681109120347063,95.12,0.4531200721859932,87.42,0.05936906572928629
89,0.13516299521588548,95.3,0.4018625643104315,87.52,0.05859645501397052
90,0.13000393075374317,95.39,0.37195958383381367,88.72,0.05782172325201159
91,0.13231109765035157,95.384,0.5024511866271496,86.98,0.057045061596879186
92,0.13175754602618364,95.328,0.4184473056346178,87.85,0.056266661678215264
93,0.12118132144440802,95.688,0.4108673337846994,88.65,0.055486715554552306
94,0.12458111931170736,95.492,0.4501643769443035,88.02,0.05470541566592575
95,0.12364717571026816,95.624,0.4022043230012059,88.61,0.05392295478639229
96,0.1198589795136026,95.816,0.43623914644122125,88.22,0.05313952597646571
97,0.11291983077416615,95.89,0.4098453788086772,88.72,0.05235532253548216
98,0.11269780014622577,95.966,0.4104102602228522,88.92,0.051570537953906447
99,0.11602183897048235,95.852,0.45471116825938224,88.22,0.05078536586559106
100,0.10892957726455464,96.172,0.4605634484440088,88.53,0.050000000000000024
101,0.11134269713823285,96.02,0.4822212889790535,87.43,0.049214634134409
102,0.10940030006197643,96.086,0.46023726984858515,88.18,0.04842946204609361
103,0.10786637449066858,96.158,0.404764262214303,88.65,0.04764467746451789
104,0.1013803303773914,96.488,0.4547974904999137,87.42,0.046860474023534354
105,0.10109380509096141,96.468,0.48606627956032755,87.91,0.04607704521360778
106,0.10082313016399133,96.46,0.4979415960609913,87.73,0.04529458433407431
107,0.09633377819721188,96.724,0.41611605882644653,89.01,0.04451328444544776
108,0.09316633569494802,96.736,0.471213192678988,88.01,0.04373333832178482
109,0.09179312895451273,96.786,0.4467398181557655,88.61,0.0429549384031209
110,0.08580017592567875,96.882,0.44236824694089594,88.32,0.042178276747988484
111,0.09137496812155052,96.78,0.44924269467592237,87.9,0.04140354498602954
112,0.08986222736385403,96.854,0.4337004262953997,89.32,0.0406309342707138
113,0.08378779919513939,97.022,0.4720767751336098,87.96,0.03986063523217441
114,0.08075038908163504,97.162,0.4181012026965618,89.32,0.039092837930172916
115,0.0788121530406025,97.25,0.4355269730091095,88.64,0.03832773180720475
116,0.08203413264293756,97.046,0.43334464356303215,89.47,0.037565505641757285
117,0.07947728339088511,97.23,0.39996159113943575,89.85,0.03680634750173138
118,0.07846792774008853,97.22,0.44846576973795893,88.92,0.036050444698038565
119,0.07834765318857163,97.234,0.42856317535042765,89.42,0.03529798373838483
120,0.07170313954999556,97.492,0.44005747959017755,89.11,0.03454915028125267
121,0.07277333055033672,97.502,0.42008808092214167,89.38,0.03380412909009255
122,0.06625600542150895,97.8,0.43027377082034945,89.58,0.03306310398773545
123,0.06249066381430139,97.858,0.4539717359351926,88.56,0.03232625781103717
124,0.0637745761920755,97.772,0.3976458013057709,89.44,0.03159377236576613
125,0.06169178159147197,97.832,0.4089259337633848,90.14,0.030865828381745543
126,0.05860561070659635,97.974,0.44372523576021194,89.53,0.03014260546826098
127,0.05858280686471535,97.988,0.4411620706319809,89.68,0.02942428206974458
128,0.054722928309014866,98.178,0.43993243500590323,89.41,0.028711035421746387
129,0.05592636595841269,98.094,0.4716086439788342,88.96,0.02800304150720426
130,0.05394842779758025,98.184,0.45118772238492966,89.74,0.02730047501302268
131,0.051446233904559394,98.28,0.4333627954125404,90.07,0.026603509286971357
132,0.04882028568250944,98.304,0.4443414069712162,89.78,0.025912316294914244
133,0.044298664068004916,98.478,0.4132630579173565,89.99,0.025227066578379632
134,0.044801999957357744,98.442,0.45040742866694927,89.88,0.024547929212481445
135,0.041968167578915555,98.586,0.4169443761729781,89.88,0.02387507176420257
136,0.037932591137419244,98.678,0.4165370745700784,90.11,0.023208660251050166
137,0.040283311177425236,98.674,0.4173704221844673,90.23,0.022548859100093414
138,0.03943814523042921,98.698,0.4210501931607723,90.33,0.021895831107393474
139,0.03782443292153885,98.722,0.4638009414076805,89.71,0.02124973739783608
140,0.03649256348952043,98.766,0.4452840283513069,90.36,0.02061073738537636
141,0.03603688886446156,98.8,0.4278269115835428,90.23,0.019978988733705814
142,0.03412853117214934,98.81,0.42707564554875715,89.92,0.01935464731735118
143,0.031048519389551818,98.976,0.43156570568680763,90.59,0.018737867183214747
144,0.029855876300978114,99.008,0.4221735378727317,90.42,0.01812880051256552
145,0.027302296939115896,99.13,0.4263911623507738,90.59,0.017527597583490827
146,0.026537107249094666,99.146,0.5023624949157238,89.77,0.01693440673381742
147,0.024538283440645556,99.238,0.4135890602134168,90.83,0.016349374324511334
148,0.023011526964813928,99.332,0.4163607070222497,90.53,0.01577264470356557
149,0.023340373801314557,99.3,0.4190007455646992,90.55,0.01520436017038429
150,0.021877863111772707,99.338,0.41500223353505133,90.84,0.014644660940672632
151,0.020138367509222304,99.436,0.43255153819918635,90.57,0.01409368511184057
152,0.01872646030779852,99.434,0.4190590372279985,90.7,0.013551568628929438
153,0.019513619814201126,99.444,0.41423456128686664,91.14,0.013018445251069516
154,0.019157235280192475,99.382,0.45022366046905515,90.78,0.012494446518477026
155,0.01797123378551356,99.486,0.42676889095455406,90.61,0.011979701719998459
156,0.016274701082860405,99.542,0.4182496354682371,90.78,0.011474337861210548
157,0.015513009999935724,99.58,0.4154861645773053,91.12,0.010978479633083526
158,0.01531045551635135,99.556,0.4233658377081156,90.97,0.010492249381215483
159,0.015580485835053712,99.558,0.43469986543059347,91.06,0.010015767075645474
160,0.014087544561705875,99.612,0.4285552859306335,91.21,0.009549150281252637
161,0.012566868996257153,99.69,0.4240379072725773,91.16,0.00909251412874884
162,0.012700754217803478,99.688,0.4232701739529148,91.02,0.008645971286271918
163,0.011403815677075893,99.724,0.41430021934211253,91.29,0.008209631931586501
164,0.011982446536421776,99.694,0.4385028138756752,91.0,0.0077836037248992605
165,0.011207247504546327,99.728,0.42292877808213236,90.88,0.0073679917822954055
166,0.010953749136818687,99.72,0.4260355938225985,91.16,0.006962898649802815
167,0.010647140758121577,99.748,0.4382883559912443,91.38,0.006568424278090438
168,0.011008634115569293,99.738,0.4152072835713625,91.12,0.006184665997806824
169,0.010918692469463817,99.726,0.42563769295811654,91.1,0.00581171849556533
170,0.009345380613124189,99.786,0.4364898942410946,91.13,0.0054496737905816136
171,0.009373681508099698,99.778,0.43115698620676995,91.19,0.005098621211969226
172,0.009210666242454733,99.792,0.4185864018276334,91.41,0.004758647376699035
173,0.007826965733440784,99.862,0.42060682028532026,91.18,0.00442983616822775
174,0.008755587890734705,99.802,0.42012455717776903,91.34,0.004112268715800957
175,0.007978889083831894,99.828,0.4189487432362512,91.32,0.003806023374435677
176,0.008245158616847796,99.824,0.4124391438323073,91.32,0.003511175705587435
177,0.008153804451374489,99.82,0.42257642894983294,91.24,0.0032277984585066333
178,0.007901598747501301,99.852,0.44105181843042374,91.27,0.002955961552288729
179,0.007679359470636641,99.868,0.4174477769061923,91.25,0.0026957320586227366
180,0.007043045380019716,99.866,0.4199848257005215,91.45,0.002447174185242325
181,0.007280545237911295,99.872,0.42431873008608817,91.43,0.0022103492600834954
182,0.008055705392414856,99.828,0.43949249386787415,91.33,0.0019853157161528537
183,0.0068370419012724745,99.884,0.43154492527246474,91.31,0.001772129077110103
184,0.007481197905560423,99.83,0.418894967995584,91.24,0.0015708419435684529
185,0.00745588622818587,99.868,0.4283613100647926,91.33,0.0013815039801161732
186,0.006613953524905884,99.884,0.4288494739681482,91.4,0.0012041619030626347
187,0.007137582873764011,99.868,0.4163511572405696,91.51,0.0010388594689117077
188,0.006978637300080107,99.852,0.4408552352339029,91.38,0.0008856374635655645
189,0.006499193481654309,99.898,0.44893862381577493,91.44,0.000744533692261307
190,0.007075434198427223,99.852,0.42962651662528517,91.43,0.0006155829702431174
191,0.006274874401706442,99.892,0.4244180329144001,91.43,0.0004988171141721235
192,0.007037831984141993,99.868,0.41491760110948234,91.45,0.00039426493427611206
193,0.006554142923013554,99.888,0.4141026790253818,91.35,0.00030195222724102046
194,0.00596219153150593,99.916,0.447968090698123,91.45,0.00022190176984600036
195,0.006358497239155125,99.894,0.4301954034715891,91.47,0.00015413331334360192
196,0.005871857199889171,99.916,0.4219630967825651,91.54,9.866357858642213e-05
197,0.006666890141193052,99.868,0.42941271699965,91.31,5.5506251901504864e-05
198,0.006821765012003253,99.864,0.44646384567022324,91.43,2.4671981713420017e-05
199,0.007263507370894052,99.83,0.41608128855004906,91.44,6.168375916970619e-06
200,0.006015002527345466,99.912,0.41828086487948896,91.43,0.0
