epoch,train_loss,train_acc,test_loss,test_acc,lr,teacher_test_acc,teacher_train_acc
1,11.120228577633293,35.256,11.951509571075439,35.54,0.09999383162408304,93.2,99.998
2,7.1858842713492255,54.856,7.835025274753571,52.4,0.09997532801828658,93.2,99.998
3,5.400418342376242,64.122,6.785577893257141,56.9,0.09994449374809851,93.2,99.998
4,4.549341644559588,68.526,6.654998040199279,59.9,0.09990133642141359,93.2,99.998
5,3.851969064498434,72.316,5.245146548748016,63.25,0.09984586668665642,93.2,99.998
6,3.3159192934328194,75.112,3.0521530240774153,72.84,0.09977809823015402,93.2,99.998
7,2.948223303775398,77.262,3.4041248500347137,71.39,0.09969804777275901,93.2,99.998
8,2.6907971683813603,78.87,2.7112242758274077,75.22,0.09960573506572391,93.2,99.998
9,2.498393953454738,80.048,2.5427313446998596,76.11,0.09950118288582789,93.2,99.998
10,2.307696623461587,81.122,2.013687989115715,78.86,0.09938441702975691,93.2,99.998
11,2.1778657460699278,82.044,3.092907430231571,73.16,0.09925546630773871,93.2,99.998
12,2.051043212413788,82.774,1.7689852178096772,80.51,0.09911436253643445,93.2,99.998
13,1.9386912748521687,83.484,2.464714506268501,77.97,0.0989611405310883,93.2,99.998
14,1.9297035932540894,83.612,1.8209881067276001,79.76,0.09879583809693739,93.2,99.998
15,1.8207780512011782,84.376,1.7326287865638732,80.78,0.09861849601988384,93.2,99.998
16,1.747270559778019,84.844,2.2185417085886003,78.78,0.09842915805643157,93.2,99.998
17,1.6619311595449642,85.394,1.9316485196352005,80.11,0.09822787092288993,93.2,99.998
18,1.613653261746679,85.658,1.9006937444210052,80.1,0.09801468428384717,93.2,99.998
19,1.5676146690942803,86.102,1.4189026594161986,83.14,0.09778965073991652,93.2,99.998
20,1.51529019918977,86.45,2.717584103345871,76.35,0.0975528258147577,93.2,99.998
21,1.4651374683088185,86.922,1.479632982611656,82.71,0.09730426794137728,93.2,99.998
22,1.4478482561452048,86.972,2.672188091278076,76.45,0.09704403844771128,93.2,99.998
