epoch,train_loss,train_acc,test_loss,test_acc,lr,teacher_test_acc,teacher_train_acc
1,13.414494232255585,6.432,12.770404863357545,9.65,0.09999383162408304,71.47,98.296
2,10.55815103589272,16.19,11.082360625267029,16.54,0.09997532801828658,71.47,98.296
3,8.25142913205283,26.424,8.372763848304748,25.58,0.09994449374809851,71.47,98.296
4,6.728816285425303,33.688,7.779158091545105,29.7,0.09990133642141359,71.47,98.296
5,5.707611482970568,39.436,6.2361824870109555,34.94,0.09984586668665642,71.47,98.296
6,5.0275947585397835,43.526,5.222800767421722,40.64,0.09977809823015402,71.47,98.296
7,4.4614307758759475,46.966,4.606861305236817,42.96,0.09969804777275901,71.47,98.296
8,4.065879403328409,49.488,4.629412221908569,43.38,0.09960573506572391,71.47,98.296
9,3.7637165054983024,51.38,5.38307956457138,40.95,0.09950118288582789,71.47,98.296
10,3.5225349299761715,53.242,4.5888408660888675,44.45,0.09938441702975691,71.47,98.296
11,3.3467380003053315,54.746,4.038711369037628,47.2,0.09925546630773871,71.47,98.296
12,3.1246660436902727,56.376,3.3970161736011506,51.26,0.09911436253643445,71.47,98.296
13,3.0113651910606696,57.27,4.448971837759018,46.46,0.0989611405310883,71.47,98.296
14,2.8811736277171542,58.498,3.2265209019184113,51.34,0.09879583809693739,71.47,98.296
15,2.7447192668914795,59.562,3.0638489961624145,52.51,0.09861849601988384,71.47,98.296
16,2.6767783882666607,60.076,3.069476979970932,52.6,0.09842915805643157,71.47,98.296
17,2.5852268678801402,61.032,3.3259753942489625,51.25,0.09822787092288993,71.47,98.296
18,2.510533322485126,61.644,2.458133172988892,56.62,0.09801468428384717,71.47,98.296
19,2.4597708862655017,62.182,2.938845556974411,53.74,0.09778965073991652,71.47,98.296
20,2.36429202434968,63.212,3.630279064178467,51.46,0.0975528258147577,71.47,98.296
21,2.327804072779052,63.522,2.4105815410614015,56.95,0.09730426794137728,71.47,98.296
22,2.285254946168588,63.994,3.039155441522598,53.71,0.09704403844771128,71.47,98.296
23,2.243387062330635,64.226,2.9004929780960085,55.34,0.09677220154149338,71.47,98.296
24,2.208186617311166,64.874,2.2035804212093355,58.88,0.09648882429441258,71.47,98.296
25,2.1470445187724367,65.416,2.969427102804184,54.56,0.09619397662556435,71.47,98.296
26,2.123927349946937,65.598,2.3791461825370788,57.72,0.09588773128419906,71.47,98.296
27,2.0544460835505505,66.652,2.816195380687714,55.3,0.09557016383177226,71.47,98.296
28,2.0471996415634544,66.436,2.692136150598526,56.32,0.09524135262330098,71.47,98.296
29,2.0046606738956605,66.89,2.7510142803192137,56.34,0.09490137878803079,71.47,98.296
30,1.989958014415235,67.084,2.414720857143402,57.75,0.0945503262094184,71.47,98.296
31,1.9833374333624938,67.47,2.6675377786159515,56.8,0.0941882815044347,71.47,98.296
32,1.9282590643483766,67.918,2.3852513313293455,57.97,0.09381533400219319,71.47,98.296
33,1.8894694082591,68.338,2.40058029294014,58.29,0.09343157572190958,71.47,98.296
34,1.8782890439033508,68.514,2.531891053915024,57.33,0.0930371013501972,71.47,98.296
35,1.8633973203143295,68.636,2.423586222529411,58.16,0.09263200821770463,71.47,98.296
36,1.8358460689077571,68.868,2.9293967366218565,55.05,0.09221639627510078,71.47,98.296
37,1.8509201577731542,68.868,2.515834629535675,57.51,0.09179036806841355,71.47,98.296
38,1.794376860467755,69.616,2.2309674471616745,59.36,0.09135402871372812,71.47,98.296
39,1.7875042636783756,69.758,2.296098697185516,59.12,0.0909074858712512,71.47,98.296
40,1.7835540412640085,69.732,2.62896044254303,58.08,0.09045084971874741,71.47,98.296
41,1.7476965377525406,70.13,2.4654565691947936,57.83,0.08998423292435458,71.47,98.296
42,1.7434583659074745,70.15,2.0657179802656174,60.97,0.08950775061878455,71.47,98.296
43,1.7072232657549333,70.428,2.706615710258484,56.94,0.08902152036691653,71.47,98.296
44,1.7054549443478486,70.784,2.017330226302147,61.24,0.08852566213878951,71.47,98.296
45,1.6946454917897984,70.882,2.0713796973228455,61.32,0.0880202982800016,71.47,98.296
46,1.6882034899020681,70.778,2.611115425825119,57.52,0.08750555348152303,71.47,98.296
47,1.6644833501504392,71.158,2.336928403377533,58.92,0.08698155474893052,71.47,98.296
48,1.6434190741607122,71.55,2.4186576306819916,57.93,0.08644843137107061,71.47,98.296
49,1.640626817333455,71.548,2.249347048997879,60.28,0.08590631488815947,71.47,98.296
50,1.604398212870773,71.902,2.043718731403351,61.12,0.0853553390593274,71.47,98.296
51,1.599875276794239,71.954,2.045205956697464,61.8,0.08479563982961574,71.47,98.296
52,1.6055098248987782,71.95,2.312632071971893,59.92,0.08422735529643446,71.47,98.296
53,1.5860646914462655,72.092,2.0140425264835358,61.11,0.08365062567548869,71.47,98.296
54,1.575544821364539,72.318,1.949493145942688,62.21,0.08306559326618261,71.47,98.296
55,1.56783550126212,72.364,2.245319241285324,60.15,0.0824724024165092,71.47,98.296
56,1.5326255085516949,72.956,1.9299419075250626,62.37,0.0818711994874345,71.47,98.296
57,1.5467115275713863,72.754,1.9988353848457336,62.15,0.08126213281678528,71.47,98.296
