gen_loss,disc_loss,fid_score,is_score,step
0.8008184994611404,1.068497384129011,445.95336929503895,2.8796253204345703,1
0.5401856681448706,1.318951187460014,293.2017432738967,3.4847702980041504,2
0.42665434451749945,1.3878203966580998,250.48599257561813,3.734705924987793,3
0.4315709967113784,1.397450651049309,213.37629406212545,4.110215187072754,4
0.4107924135070761,1.4015204630544424,196.54483227531995,4.412957191467285,5
0.3743085515783037,1.403522758227785,197.62374703270243,4.964526653289795,6
0.407107956508589,1.3939300203872154,199.93845682871992,4.461572647094727,7
0.3815056678286427,1.4049471232592297,185.0949489553334,4.597681999206543,8
0.39231960872269195,1.4112634106975077,180.35372687862562,4.5414719581604,9
0.3824040626028024,1.4282808514202343,173.98187722379853,4.694179534912109,10
0.37315948765553403,1.447782060526826,167.68483437559678,4.780625820159912,11
0.37198784384671646,1.461733820188381,170.8904411335177,4.566050052642822,12
0.3634676730922421,1.4635015413584307,155.07877996097136,5.139560222625732,13
0.3249373505394572,1.4864435979472401,155.1661498682195,4.9635725021362305,14
0.3481440316478405,1.4756147898066685,155.3032408553916,5.31765079498291,15
0.35147900226028145,1.491818518132505,151.95940448728845,5.3419508934021,16
0.3298069603129021,1.481305527412678,149.93414835960158,5.404247760772705,17
0.3350670312738518,1.4820592747929762,134.2056049075586,5.117393970489502,18
0.30692177345676114,1.5075951835993306,147.50269531386564,5.172003269195557,19
0.3354184226266316,1.4950567522012363,132.50332080565533,5.418121814727783,20
0.35882421583532714,1.5018278352744745,128.98613374435695,5.330343246459961,21
0.34358103760182285,1.5004945673296213,138.99447156617376,5.302443027496338,22
0.3354958046246749,1.5167971323518192,132.23970544551312,5.2293171882629395,23
0.30723973930768117,1.5313239410100385,125.28242077675122,5.216824531555176,24
0.3328547535125938,1.5334755958193709,137.27971311951333,5.285706996917725,25
0.30068052001297474,1.5477245796824355,128.9736768072516,5.3571929931640625,26
0.2759010127454977,1.5931405092749145,119.06867148573296,5.418596267700195,27
0.307810827713374,1.5581364765801393,126.61359472268825,5.303812026977539,28
0.3268661872136033,1.5362473665295964,136.18388269989265,5.35994815826416,29
