epoch,train_loss,train_acc,test_loss,test_acc,lr
1,1.6828970398221696,36.13,1.910216349363327,35.72,0.09999383162408304
2,1.2125432448727744,55.83,1.2187593936920167,57.26,0.09997532801828658
3,0.9845569343591223,64.518,1.125867985188961,61.74,0.09994449374809851
4,0.8627137812424679,69.502,0.9104553103446961,68.54,0.09990133642141359
5,0.773308516461022,72.844,1.002663281559944,68.16,0.09984586668665642
6,0.6950692403681424,75.562,0.8467596352100373,71.14,0.09977809823015402
7,0.6444554683201167,77.462,0.9269690245389939,70.19,0.09969804777275901
8,0.6040003670721638,79.094,1.007603769004345,69.22,0.09960573506572391
9,0.5656746382616005,80.396,0.6652785077691078,77.95,0.09950118288582789
10,0.5402775311044284,81.192,0.9267167523503304,71.01,0.09938441702975691
11,0.5102273096539536,82.412,0.6196823976933956,78.97,0.09925546630773871
12,0.49166009088560025,82.878,0.8214924290776253,74.24,0.09911436253643445
13,0.4712951096649073,83.738,0.590367940813303,80.85,0.0989611405310883
14,0.45478919209266194,84.218,0.5922843426465988,80.41,0.09879583809693739
15,0.43757738127392165,84.878,0.5278517946600914,82.77,0.09861849601988384
16,0.42133266980550726,85.246,0.5854604292660952,80.51,0.09842915805643157
17,0.4094854713398583,85.884,0.6339260898530483,80.49,0.09822787092288993
18,0.3949665082048397,86.154,0.5748030044138431,81.37,0.09801468428384717
19,0.38513139665735013,86.43,0.8202862501144409,74.05,0.09778965073991652
20,0.37739978928347023,86.772,0.5032930307090282,83.39,0.0975528258147577
21,0.3671855924232882,87.296,0.6521128937602043,79.8,0.09730426794137728
22,0.3531756952252923,87.632,0.5642381004989148,82.62,0.09704403844771128
23,0.34852313615229663,87.89,0.46484105959534644,84.54,0.09677220154149338
24,0.3441834962185548,87.886,0.5332079891115427,82.11,0.09648882429441258
25,0.32743103931448897,88.514,0.4797866135835648,84.53,0.09619397662556435
26,0.3280733536396708,88.476,0.5295275904238224,82.06,0.09588773128419906
27,0.3237665467420403,88.612,0.5450187757611274,81.92,0.09557016383177226
28,0.3103889429143497,89.248,0.4758704936131835,84.05,0.09524135262330098
29,0.3113748274591504,89.068,0.5084426820278167,83.69,0.09490137878803079
30,0.29859989440562773,89.61,0.43984688855707643,85.26,0.0945503262094184
31,0.2979330603717541,89.556,0.5086488388478756,83.54,0.0941882815044347
32,0.2943635404262008,89.66,0.5709202855825424,82.5,0.09381533400219319
33,0.2891234253742257,89.816,0.4665913514792919,85.2,0.09343157572190958
34,0.2766331823504701,90.37,0.5015414312481881,84.95,0.0930371013501972
35,0.2801688597062413,90.184,0.4436201129108667,85.57,0.09263200821770463
36,0.2726724479271441,90.38,0.5454559259116649,82.77,0.09221639627510078
37,0.27008144930005074,90.582,0.4547409266233444,85.21,0.09179036806841355
38,0.26517384385271947,90.85,0.5196741849184037,84.28,0.09135402871372812
39,0.26045453730894597,90.894,0.389793173968792,86.9,0.0909074858712512
40,0.2567895980057668,90.966,0.5125163130462169,83.89,0.09045084971874741
41,0.2520430603501748,91.202,0.612651851773262,81.51,0.08998423292435458
42,0.2483651377260685,91.308,0.5027514193207026,83.44,0.08950775061878455
43,0.24736218656204184,91.36,0.4161355458199978,87.09,0.08902152036691653
44,0.2467675880357927,91.258,0.4228102475404739,86.81,0.08852566213878951
45,0.2409737928941542,91.47,0.5363958038389682,83.99,0.0880202982800016
46,0.23841439240745135,91.7,0.8798467963933945,77.55,0.08750555348152303
47,0.23665724770755184,91.592,0.5605110555887223,83.63,0.08698155474893052
48,0.23177995395903683,91.91,0.47246584519743917,85.34,0.08644843137107061
49,0.2308540260989447,91.85,0.5417436808347702,84.7,0.08590631488815947
50,0.2262459134645,92.048,0.4556463181972504,86.48,0.0853553390593274
51,0.21761084423989666,92.34,0.6111144036054611,82.82,0.08479563982961574
52,0.21848705684652134,92.11,0.47112596184015276,86.14,0.08422735529643446
53,0.21442046662678524,92.418,0.5025131374597549,85.13,0.08365062567548869
54,0.21230807820601122,92.424,0.5867419093847275,83.52,0.08306559326618261
55,0.20804551680933456,92.63,0.448550720512867,86.18,0.0824724024165092
56,0.20981595703229614,92.55,0.4836909621953964,85.63,0.0818711994874345
57,0.20484348736247238,92.778,0.4001345351338387,87.58,0.08126213281678528
58,0.2010796736849814,92.964,0.39781198650598526,87.72,0.08064535268264884
59,0.19931670540601623,92.95,0.5068801045417786,85.68,0.08002101126629421
60,0.2016766909890029,92.856,0.43492491766810415,87.19,0.07938926261462367
61,0.19999656309278643,92.912,0.5210448011755944,84.57,0.07875026260216395
62,0.19404987648737673,93.074,0.5305094867944717,84.02,0.07810416889260656
63,0.1931449233041126,93.138,0.5078238606452942,85.32,0.07745114089990661
64,0.18799120347414697,93.372,0.4706431984901428,86.07,0.07679133974894985
65,0.1870442146473393,93.182,0.4480964347720146,86.8,0.07612492823579746
66,0.18206579314202678,93.656,0.4385898381471634,86.96,0.07545207078751859
67,0.1823337439599694,93.524,0.5481344126164913,84.22,0.0747729334216204
68,0.17519283252863252,93.826,0.4691277138888836,86.41,0.07408768370508578
69,0.17794092839621767,93.722,0.41835170388221743,87.66,0.0733964907130287
70,0.1766373110288868,93.696,0.38473281897604467,88.59,0.07269952498697736
71,0.17629637949320734,93.734,0.45144032072275875,86.67,0.07199695849279578
72,0.1669982745103082,94.182,0.42444127397611736,87.1,0.07128896457825366
73,0.1735450409504832,93.778,0.5719362601637841,83.92,0.07057571793025548
74,0.16544922912607388,94.266,0.472616520896554,86.29,0.06985739453173906
75,0.169618247761106,93.972,0.441192682646215,86.76,0.06913417161825453
76,0.16472940348392848,94.11,0.48712972104549407,86.53,0.06840622763423394
77,0.15837033849437626,94.456,0.43315859921276567,87.9,0.0676737421889629
78,0.16233622392981636,94.222,0.4133600696339272,87.78,0.06693689601226462
79,0.15005448893929013,94.588,0.4353399150073528,86.75,0.06619587090990751
80,0.14996433109805293,94.68,0.5556246921420097,84.54,0.06545084971874741
81,0.14995290380807555,94.68,0.440261946618557,87.38,0.06470201626161524
82,0.15575420084808553,94.486,0.5017865136265754,86.63,0.06394955530196152
83,0.151740485156069,94.444,0.4475710965692997,86.89,0.06319365249826868
84,0.14229516897882735,94.96,0.37941809482872485,89.34,0.06243449435824277
85,0.14318013643579824,94.808,0.5365081705152989,85.84,0.06167226819279532
86,0.14503360722137956,94.894,0.3901733852922916,88.41,0.06090716206982718
87,0.14660772502574385,94.716,0.43405005931854246,87.97,0.06013936476782568
88,0.1356865788943001,95.154,0.47368863224983215,86.72,0.05936906572928629
89,0.13059415603626748,95.402,0.4078472629189491,88.7,0.05859645501397052
90,0.138838546502651,95.032,0.4038167920545675,88.56,0.05782172325201159
91,0.13637124978918203,95.056,0.43120500817894936,88.44,0.057045061596879186
92,0.13293384684591877,95.236,0.5342895463109016,85.99,0.056266661678215264
93,0.13075422052750174,95.374,0.46229321509599686,87.47,0.055486715554552306
94,0.1313931857216723,95.34,0.4152832731604576,88.28,0.05470541566592575
95,0.1253073261860682,95.484,0.3938216807320714,88.5,0.05392295478639229
96,0.1203068402234693,95.786,0.4012060798704624,88.11,0.05313952597646571
97,0.1210400092852663,95.716,0.41202749870717525,88.82,0.05235532253548216
98,0.1170099675655365,95.86,0.4769253805279732,87.32,0.051570537953906447
99,0.11524629788663314,95.886,0.40161128076724706,88.17,0.05078536586559106
100,0.11417834217451056,95.964,0.3729585658758879,89.45,0.050000000000000024
101,0.12117451168976877,95.818,0.4567070618271828,87.86,0.049214634134409
102,0.11068848286736377,96.138,0.4525622546672821,87.79,0.04842946204609361
