gen_loss,disc_loss,fid_score,is_score,step
0.7359598077419202,1.1319826349349278,522.0972997018489,2.949812650680542,1
0.4535368234621804,1.375094852407875,322.9967591609499,3.6767959594726562,2
0.431598318233381,1.379465810173308,237.88545750247323,4.172995090484619,3
0.46872315431237604,1.3686655891673338,261.90375880396687,4.456409454345703,4
0.4342435197452145,1.3735791130748856,256.05140261007875,4.440052509307861,5
0.39660079313484986,1.3961914054420599,223.0578667338794,4.875522136688232,6
0.40926995655388365,1.4103993431991324,225.33480921077341,4.580540657043457,7
0.39807511260971196,1.4117447564668972,175.83479594336558,4.922043323516846,8
0.38719640016946416,1.4202828814306527,173.47642249510798,4.960590839385986,9
0.39340075502967664,1.434707620259746,169.7257429451687,5.0462260246276855,10
0.38100241729572815,1.4213726758347143,180.71219448495413,5.15161657333374,11
0.3743237722545977,1.4438099617238545,179.2525004123729,4.915919303894043,12
0.3922720897318724,1.443902134742883,169.02648042556368,5.385337829589844,13
0.3668429650725973,1.4623654817071412,195.20829950312094,4.9520111083984375,14
0.36358709599408306,1.460263763394807,185.64742990661682,5.128960609436035,15
0.36702595810022426,1.4539117549386475,159.51738369324067,5.281576156616211,16
0.35164193800933985,1.4597170778247706,148.44366046645743,5.168424606323242,17
0.3733450552029416,1.4604137382848794,169.818258049905,5.561244487762451,18
0.3616963227867813,1.4864812979612814,149.56781087411997,5.4317755699157715,19
0.36870860460493,1.477192911498077,149.4701385653663,5.740850925445557,20
0.34904898112149113,1.4802076722045079,137.92463319412974,5.579274654388428,21
0.3194837816728903,1.4853937750887078,150.43160107773778,5.148423194885254,22
0.34593230858683355,1.4767941404181673,161.780911345036,5.440676212310791,23
0.36091246651461745,1.4967131419559878,147.80610240364751,5.530721664428711,24
0.3546693088758327,1.5112405955943915,154.5181620483107,5.5726847648620605,25
0.3266826942372505,1.5045152003198023,143.94759427541086,5.835247039794922,26
0.3323104829167771,1.5149581232644103,147.71977703223337,5.479494094848633,27
0.33497095221767914,1.5155375218757279,134.39554578429576,5.658266544342041,28
0.3288114515890646,1.5196659064963651,150.0425441596683,5.63547420501709,29
0.3284736484672655,1.524451534613929,131.14811333579038,5.5621867179870605,30
0.30795968273330643,1.53045203893081,133.52115260556317,5.456141471862793,31
0.3296024290573262,1.5360813427459248,117.41324890874628,5.734503746032715,32
0.3098093173192704,1.544602345246488,133.0893452763855,5.852588176727295,33
0.31023613766640845,1.5308122543422766,146.6738800900461,5.536095142364502,34
0.3232974772653578,1.5501446772719283,124.1965593768385,5.92458438873291,35
0.31046652716948936,1.545928972913786,142.7580613722951,5.902251720428467,36
0.2874480464490955,1.54427646782697,146.27946249622536,5.58773136138916,37
0.2964270650474664,1.5554831130882663,143.95161078741282,5.737218856811523,38
0.2928224046276334,1.549935188744684,132.35637505993887,5.710314750671387,39
0.2969173992754144,1.5565642158088782,137.50463755737024,5.792041301727295,40
0.30086569376218386,1.5596457838707263,128.61218635594727,5.657265663146973,41
0.3018830596062038,1.5492233628659602,135.29564392181103,5.842771053314209,42
0.2955008365828401,1.5627910955177853,133.5468690172603,5.540474891662598,43
0.30580253388656453,1.5483376598724015,119.26555397754251,5.490927696228027,44
0.2927294142015488,1.5403245847548366,126.67745672806015,5.73898458480835,45
0.3140407180404076,1.5568831750499013,113.91811675099707,5.982880592346191,46
